"filename", "language", "Go", "Protocol Buffers", "comment", "blank", "total"
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/image/protos/gen/image_grpc.pb.go", "Go", 94, 0, 0, 16, 110
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/image/protos/proto/image.proto", "Protocol Buffers", 0, 15, 0, 7, 22
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/image/repo/image.go", "Go", 175, 0, 0, 38, 213
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/image/repo/repo_test.go", "Go", 179, 0, 0, 47, 226
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/image/usecase/image.go", "Go", 69, 0, 0, 20, 89
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/image/usecase/image_test.go", "Go", 174, 0, 0, 28, 202
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/logs/log.go", "Go", 21, 0, 0, 6, 27
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/pkg/middlewares.go", "Go", 96, 0, 0, 14, 110
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/pkg/pkg_test.go", "Go", 73, 0, 0, 15, 88
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/pkg/requests.go", "Go", 1, 0, 0, 1, 2
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/pkg/responce_test.go", "Go", 33, 0, 0, 14, 47
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/pkg/responces.go", "Go", 60, 0, 0, 14, 74
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/pkg/security.go", "Go", 40, 0, 0, 8, 48
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/types/errors.go", "Go", 10, 0, 0, 5, 15
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/types/types.go", "Go", 8, 0, 0, 4, 12
"/home/longwave/techpark/workisdone/2024_1_Los_ping-inos/internal/types/types_test.go", "Go", 25, 0, 0, 8, 33
"Total", "-", 12027, 42, 0, 1871, 13940
